city,city_subunit,lat,lng,pages_limit,place_search_radius
Frankfurt am Main,Süd,50.076057,8.6700409,2,2000
Frankfurt am Main,West,50.102527200000004,8.553017500000001,2,2000
Frankfurt am Main,Mitte-West,50.134889799999996,8.617189300000001,2,2000
Frankfurt am Main,Nord-West,50.1674539,8.6254291,2,2000
Frankfurt am Main,Mitte-Nord,50.1456138,8.6677722,2,2000
Frankfurt am Main,Nord-Ost,50.162597600000005,8.690265,2,2000
Frankfurt am Main,Ost,50.1542766,8.7168901,2,2000
Frankfurt am Main,Kalbach-Riedberg,50.186308600000004,8.6493991,2,2000
Frankfurt am Main,Erlenbach,50.23535,8.666001300000001,2,2000
Frankfurt am Main,Harheim,50.1838383,8.683584699999999,2,2000
Frankfurt am Main,Nieder-Eschbach,50.198609600000005,8.670666800000001,2,2000
Frankfurt am Main,Bergen-Enkheim,50.156716700000004,8.7681275,2,2000
Kiel,,54.3232927,10.1227651,5,6000
Bremen,,53.07929620000001,8.8016936,5,8000
Bremen,Mitte,53.0780794,8.809897300000001,2,2000
Bremen,Süd,53.068624899999996,8.7794404,2,2000
Bremen,Ost,53.0643066,8.9402264,2,2000
Bremen,West,53.104366500000005,8.7848987,2,2000
Bremen,Nord,53.180704399999996,8.619012099999999,2,2000
München,,48.1351253,11.581980499999998,5,25000
München,Altstadt-Lehel,48.1430545,11.5885872,2,2000
München,Ludwigsvorstadt-Isarvorstadt,48.1262498,11.5582945,2,2000
München,Maxvorstadt,48.149976,11.573621699999999,2,2000
München,Schwabing-West,48.167852200000006,11.5710964,2,2000
München,Au-Haidhausen,48.128591799999995,11.593925800000001,2,2000
München,Sendling,48.112627,11.545077699999998,2,2000
München,Sendling-Westpark,48.115189799999996,11.5198077,2,2000
München,Schwanthalerhöhe,48.1359616,11.538205900000001,2,2000
München,Neuhausen-Nymphenburg,48.1551149,11.523016,2,2000
München,Moosach,48.1811078,11.511545300000002,2,2000
München,Milbertshofen-Am Hart,48.210553999999995,11.572192999999999,2,2000
München,Schwabing-Freimann,48.201196,11.6145677,2,2000
München,Bogenhausen,48.1573553,11.6492477,2,2000
München,Berg am Laim,48.1229104,11.6415633,2,2000
München,Trudering-Riem,48.1286674,11.683546,2,2000
München,Ramersdorf-Perlach,48.103607000000004,11.6335649,2,2000
München,Obergiesing-Fasangarten,48.1053914,11.5914775,2,2000
München,Untergiesing-Harlaching,48.1004042,11.566377699999999,2,2000
München,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0767846,11.512003300000002,2,2000
München,Hadern,48.1154366,11.4791454,2,2000
München,Pasing-Obermenzing,48.146631400000004,11.4593481,2,2000
München,Aubing-Lochhausen-Langwied,48.161115,11.4135864,2,2000
München,Allach-Untermenzing,48.1905157,11.4716315,2,2000
München,Feldmoching-Hasenbergl,48.2115037,11.5131806,2,2000
München,Laim,48.1370679,11.5024512,2,2000
Köln,,50.937531,6.9602786,5,25000
Köln,Innenstadt,50.9410291,6.9577728,2,2000
Köln,Rodenkirchen,50.8924909,6.967262700000001,2,2000
Köln,Lindenthal,50.938241999999995,6.8441946,2,2000
Köln,Ehrenfeld,50.948536,6.918093799999999,2,2000
Köln,Nippes,50.970904700000006,6.9690664,2,2000
Köln,Chorweiler,51.0297951,6.874326700000001,2,2000
Köln,Porz,50.8829388,7.0624561,2,2000
Köln,Kalk,50.940319200000005,7.0312521,2,2000
Köln,Mülheim,50.9617698,7.0040223,2,2000
Freiburg,,47.99900770000001,7.842104300000001,5,6000
Dresden,,51.0504088,13.737262099999999,5,10000
Rostock,,54.092440599999996,12.0991466,5,6000
Weimar,,50.9794934,11.3235439,5,6000
Hamburg,,53.5510846,9.9936819,5,25000
Hamburg,Hamburg-Mitte,53.51267360000001,10.0159421,2,2000
Hamburg,Altona,53.579159999999995,9.874555800000001,2,2000
Hamburg,Eimsbüttel,53.57476750000001,9.959453199999999,2,2000
Hamburg,Hamburg-Nord,53.61178829999999,10.007273800000002,2,2000
Hamburg,Wandsbek,53.6536454,10.107023300000002,2,2000
Hamburg,Bergedorf,53.485983999999995,10.2162551,2,2000
Hamburg,Harburg,53.460768099999996,9.9835844,2,2000
Leipzig,,51.339695500000005,12.373074699999998,5,10000
Essen,,51.455643200000004,7.011555199999999,5,10000
Hannover,,52.3758916,9.7320104,5,10000
Halle,,51.4969802,11.968802900000002,5,8000
Stuttgart,,48.7758459,9.1829321,5,10000
Düsseldorf,,51.2277411,6.773455599999999,5,10000
Dortmund,,51.5135872,7.4652981,5,10000
Aachen,,50.7753455,6.083886800000001,5,10000
Bielefeld,,52.0302285,8.532470800000002,5,10000
Bochum,,51.4818445,7.216236299999999,5,10000
Bremen,,53.07929619999999,8.8016936,5,10000
Chemnitz,,50.827845,12.9213697,5,10000
Duisburg,,51.4344079,6.762329299999999,5,10000
Fürth,,49.4771169,10.988667,5,10000
Gelsenkirchen,,51.517744,7.085717199999999,5,10000
Ingolstadt,,48.7665351,11.4257541,5,10000
Jena,,50.927054,11.5892372,5,10000
Karlsruhe,,49.0068901,8.4036527,5,10000
Kassel,,51.3127114,9.4797461,5,10000
Koblenz,,50.3569429,7.5889959,5,10000
Konstanz,,47.6779496,9.173238399999999,5,10000
Krefeld,,51.3387609,6.5853417,5,10000
Lübeck,,53.8654673,10.6865593,5,10000
Magdeburg,,52.1205333,11.6276237,5,10000
Mainz,,49.9928617,8.2472526,5,10000
Mannheim,,49.4874592,8.466039499999999,5,10000
Mülheim an der Ruhr,,51.4185682,6.884522599999999,5,10000
Münster,,51.9606649,7.6261347,5,10000
Nürnberg,,49.4521018,11.0766654,5,10000
Oberhausen,,51.4963341,6.863776499999999,5,10000
Offenbach,,50.09563620000001,8.776084299999999,5,10000
Solingen,,51.1652199,7.0671161,5,10000
Ulm,,48.4010822,9.987607599999999,5,10000
Wiesbaden,,50.0782184,8.239760799999999,5,10000
Würzburg,,49.79130439999999,9.9533548,5,10000
Wuppertal,,51.2562128,7.150763599999999,5,10000
