bezirk,key,ortsteil,lat,lng,query,place_type,place_id,name,addr,place_lat,place_lng
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ9Uzk8H9RqEcRbcZ9qNdRODA,Müller,"Müllerstraße 30A, 13353 Berlin, Germany",52.547771,13.3574443
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJYbWYEcNRqEcR-ShFRrUnJ9Q,ROSSMANN Drogeriemarkt,"Friedrichstraße 147, 10117 Berlin, Germany",52.51956999999999,13.38795
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJhaL7dHNPqEcRsToH37VlnJY,ROSSMANN Drogeriemarkt,"Annenstraße 49 / 50, 10179 Berlin, Germany",52.5074161,13.4148608
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJv05iFDNOqEcRsags7QSPFqE,ROSSMANN Drogeriemarkt,"Reichenberger Str. 175, 10999 Berlin, Germany",52.4997653,13.4175705
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ6SeR4tNRqEcRQoYGURQHugI,ROSSMANN Drogeriemarkt,"Rudi-Dutschke-Straße 29, 10969 Berlin, Germany",52.5064327,13.3908271
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJt3MVskpQqEcRbu7s_z185SU,ROSSMANN Drogeriemarkt,"Potsdamer Straße 124-126, 10783 Berlin, Germany",52.49941690000001,13.3623482
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJI7JIaVRQqEcRYGH8_Oek78o,ROSSMANN Drogeriemarkt,"Ansbacher Str. 18-20, 10787 Berlin, Germany",52.50313,13.34236
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJdayMDQtRqEcR01J_AL2gAiQ,ROSSMANN Drogeriemarkt,"Turmstraße 61, 10551 Berlin, Germany",52.5271058,13.3289219
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJw_KFu1VQqEcRy6pZdioQMSM,ROSSMANN Drogeriemarkt,"Tauentzienstraße 8, 10789 Berlin, Germany",52.50365499999999,13.3386734
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ6ZsYmMtTqEcRcLPbxJWxrvI,ROSSMANN Drogeriemarkt,"Residenzstraße 42, 13409 Berlin, Germany",52.5654251,13.3631001
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJkYXaef9RqEcRhVLiGgabWrA,ROSSMANN Drogeriemarkt,"Schönhauser Allee 53, 10437 Berlin, Germany",52.5432256,13.4127575
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJrdHCL95QqEcR9MGjgdkQF78,ROSSMANN Drogeriemarkt,"Wilmersdorfer Str. 117, 10627 Berlin, Germany",52.5077284,13.3065938
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJG-MsIdhPqEcR84fOu2G3mRg,ROSSMANN Drogeriemarkt,"Zossener Str. 29, 10961 Berlin, Germany",52.4897394,13.3942122
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJbRifv9pRqEcR86puO4gjFpU,Rossmann,"Friedrichstraße 141a / 142, 10117 Berlin, Germany",52.5207393,13.3879153
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJw_A5PlRQqEcRDxy_t0eDmLA,dm,"Tauentzienstraße 2-3, 10789 Berlin, Germany",52.5026563,13.3414408
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJoxBcesJRqEcRtQ4R5Was9WQ,dm-drogerie markt,"Friedrichstraße 100, 10117 Berlin, Germany",52.5204582,13.3885876
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJFasUWuxRqEcRVZnBjQUPjfo,dm-drogerie markt,"Invalidenstraße 119, 10115 Berlin, Germany",52.5309503,13.3851685
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ_SLuXdBRqEcR4W3icGC0UOQ,dm-drogerie markt,"Friedrichstraße 191, 10117 Berlin, Germany",52.510782,13.3895713
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJaT4QouBRqEcRyoOtrYWPnT0,dm-drogerie markt,"Henriette-Herz-Platz 4, 10178 Berlin, Germany",52.5222855,13.4028304
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ1_ttSoBRqEcR4RgreyYTPoM,dm-drogerie markt,"Müllerstraße 153a-154, 13353 Berlin, Germany",52.5458443,13.3596581
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ7zVsd1pRqEcRA77JruwF1wo,dm-drogerie markt,"Stromstraße 14, 10551 Berlin, Germany",52.5264783,13.3437672
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJP_Zc5CNSqEcRJK4QGsERHbw,dm-drogerie markt,"Badstraße 16, 13357 Berlin, Germany",52.5514553,13.3844376
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ5aiaAfpPqEcR5MzggJOgO6A,dm-drogerie markt,"Alexanderpl. 3, 10178 Berlin, Germany",52.52158,13.41522
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJUb6Cd_tQqEcRdE0FLnTms7Y,dm-drogerie markt,"Kurfürstendamm 34, 10719 Berlin, Germany",52.5026483,13.3241298
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJ_yhicgtRqEcRWJPBh4_Txps,dm-drogerie markt,"Turmstraße 29, 10551 Berlin, Germany",52.5266087,13.3419837
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJEV16lt9QqEcR--Ow5k4lrAw,dm-drogerie markt,"Wilmersdorfer Str. 126/127, 10627 Berlin, Germany",52.5098184,13.3061206
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJdayMDQtRqEcRA2qB2KyvQME,dm-drogerie markt,"Turmstraße 59, 10551 Berlin, Germany",52.527657,13.3295208
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJEV16lt9QqEcRN0xYjygb3Tg,dm-drogerie markt,"Wilmersdorfer Str. 66a, 10627 Berlin, Germany",52.5061251,13.3065619
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJYfCMXOFNqEcRxnkFS92qVj0,dm-drogerie markt,"Greifswalder Str. 89, 10409 Berlin, Germany",52.5428226,13.4416697
Mitte,101,Mitte,52.5372897,13.360274300000002,Drogeriemarkt,,ChIJmedYu21SqEcRJ2lVFm3iZzk,dm-drogerie markt,"Garbatypl. 2, 13187 Berlin, Germany",52.56744459999999,13.4113517
Mitte,101,Mitte,52.5372897,13.360274300000002,Platz,,ChIJeWnBEAxOqEcRxCujiWAC9cA,Arnswalder Platz,"10407 Berlin, Germany",52.5330647,13.4372163
Mitte,101,Mitte,52.5372897,13.360274300000002,Platz,,ChIJJWMVustRqEcRpRM6ykKqzgA,Potsdamer Platz Arkaden,"Alte Potsdamer Str. 7, 10785 Berlin, Germany",52.50747330000001,13.3741759
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJZ0KxF_JRqEcRrLHB-4r-U-o,Berlin Wall Memorial,"Bernauer Str. 111, 13355 Berlin, Germany",52.53505209999999,13.3901898
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJS6_t9aZHqEcRGCiRSnvpm94,East Side Gallery,"Mühlenstraße 3-100, 10243 Berlin, Germany",52.50502239999999,13.4396952
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJTQam0-lRqEcR1JAU4DjCewA,Friedrichstadt-Palast,"Friedrichstraße 107, 10117 Berlin, Germany",52.52393,13.388821
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJraCYwolRqEcRxVtJLuV3IDc,Humboldthain park,"Brunnenstraße, 13357 Berlin, Germany",52.54527789999999,13.3848881
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJCfROcedRqEcRjFRvdEEGvYY,Monbijou Park,"Oranienburger Str., 10178 Berlin, Germany",52.5232481,13.396476
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJw_HTKK9RqEcRyeWAo9t_YlU,Victory Column,"Großer Stern, 10557 Berlin, Germany",52.5145434,13.3501189
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJR4cnPN5TqEcRHt6p-zRgAgc,Volkspark Rehberge,"Windhuker Str. 52A, 13351 Berlin, Germany",52.550515,13.3299384
Mitte,101,Mitte,52.5372897,13.360274300000002,attractions,,ChIJmbztRB9OqEcRGBgdJ67pifE,World Time Clock,"Alexanderpl. 1, 10178 Berlin, Germany",52.5211666,13.4133085
