place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJtatQ9ndTqEcRLH17uAIbQjc,2020-04-08,2,14,59,67
ChIJ5-SuQXhTqEcRsMmTyd3d_BU,2020-04-08,2,14,52,33
ChIJje76YZtTqEcRKe51FCj_42w,2020-04-08,2,14,81,39
ChIJeW8e929TqEcReBznPNgdVjg,2020-04-08,2,14,72,46
ChIJoUBj53pTqEcR8WeZxAyaves,2020-04-08,2,14,70,33
ChIJJ0Jt3ntTqEcR0GZzFQaYx8M,2020-04-08,2,14,64,47
ChIJz-KrBplTqEcR1PB4JIPyw8o,2020-04-08,2,14,79,55
ChIJoTKmKItTqEcReUciKS4wlVI,2020-04-08,2,14,56,54
ChIJ940ivH9TqEcRhujOLexdV6A,2020-04-08,2,14,93,65
ChIJEUkP7H1TqEcRBhNOHI6ciQY,2020-04-08,2,14,33,67
ChIJEUkP7H1TqEcRreyyFzxVD44,2020-04-08,2,14,51,41
ChIJWdpzh5JTqEcRDBPtH2R6LUs,2020-04-08,2,14,92,46
ChIJSQWX74dTqEcRc2CFnTt1VB0,2020-04-08,2,14,61,48
ChIJp-NyEb1TqEcRMXxvgH7SVDE,2020-04-08,2,14,69,63
ChIJXfd_f41TqEcRWtb8ilGn7_g,2020-04-08,2,14,64,47
ChIJYQOwOHdUqEcR0LAWY-wZwIQ,2020-04-08,2,14,50,56
ChIJY-YvoWJTqEcRdXgoOokHq3o,2020-04-08,2,14,58,20
ChIJFXBIj5tUqEcRFypgVQLQDBA,2020-04-08,2,14,67,41
ChIJqbEofOxTqEcR7BO0ieLwSsM,2020-04-08,2,14,60,46
ChIJfcZWTmJTqEcRBvCo1nqE8hs,2020-04-08,2,14,67,38
ChIJC7MmvJ9TqEcRaZXZoyybPDM,2020-04-08,2,14,63,82
ChIJuRa8dAtTqEcRv1D-YPsy-Vs,2020-04-08,2,14,49,83
ChIJNfxEBmJUqEcRtX6yM2-bSV4,2020-04-08,2,14,32,65
ChIJMX49huxTqEcRcTYsxgLytxA,2020-04-08,2,14,79,100
ChIJ4-iN4HJUqEcRDwhmT6D0AV4,2020-04-08,2,14,67,43
ChIJKT5iW51UqEcRtE7Cprd-Oug,2020-04-08,2,14,42,75
ChIJgdaQmptUqEcRVXlmubUFhTY,2020-04-08,2,14,61,54
ChIJoVkhWuxTqEcRNGhFXho49Yc,2020-04-08,2,14,54,46
ChIJW66Gv5VUqEcRLvjKa3vwaVk,2020-04-08,2,14,48,47
ChIJl8I6I11UqEcRKVyQPi47Y2g,2020-04-08,2,14,34,67
ChIJ6ZsYmMtTqEcRcLPbxJWxrvI,2020-04-08,2,14,50,56
ChIJ1_ttSoBRqEcR4RgreyYTPoM,2020-04-08,2,14,27,52
ChIJP_Zc5CNSqEcRJK4QGsERHbw,2020-04-08,2,14,37,50
ChIJFasUWuxRqEcRVZnBjQUPjfo,2020-04-08,2,14,55,69
ChIJmedYu21SqEcRJ2lVFm3iZzk,2020-04-08,2,14,33,56
ChIJYX750V1SqEcRmtcOr9-J42E,2020-04-08,2,14,49,45
ChIJaT4QouBRqEcRyoOtrYWPnT0,2020-04-08,2,14,33,55
ChIJs8HI2_tNqEcRDuQaOqeLz28,2020-04-08,2,14,46,57
ChIJ7zVsd1pRqEcRA77JruwF1wo,2020-04-08,2,14,41,51
ChIJYbWYEcNRqEcR-ShFRrUnJ9Q,2020-04-08,2,14,20,64
ChIJhaL7dHNPqEcRsToH37VlnJY,2020-04-08,2,14,57,64
ChIJbRifv9pRqEcR86puO4gjFpU,2020-04-08,2,14,14,71
ChIJt97xxeVTqEcRxKpBXbMuzqY,2020-04-08,2,14,14,42
ChIJIY8h2eVTqEcRZLF2YE8SfIc,2020-04-08,2,14,22,45
ChIJF2tQ63JUqEcR05cGOBAe84c,2020-04-08,2,14,40,53
ChIJ14itMs1TqEcRo82NaiyCrh4,2020-04-08,2,14,32,40
ChIJF_aepFBRqEcR9K3khjZb2BI,2020-04-08,2,14,43,75
ChIJsfzV9n9RqEcR5WL5JBt9S68,2020-04-08,2,14,16,43
ChIJJTrAdP9RqEcRFZCHzSjrgLo,2020-04-08,2,14,10,43
ChIJSf5DhXdSqEcRBUyIYthufuQ,2020-04-08,2,14,25,42
ChIJT6G1SPVNqEcRrpTb36knzgU,2020-04-08,2,14,39,53
ChIJywlXArZUqEcRzDAGASd0cAw,2020-04-08,2,14,19,56
