place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJEXyAYvZRqEcRMqssH0YWRBw,2020-04-09,3,17,72,57
ChIJS2r47UZOqEcRbCQd5Y_XAjc,2020-04-09,3,17,71,47
ChIJf9XwqzBQqEcRiyRlXKZeoRI,2020-04-09,3,17,58,50
ChIJ5yZ6zqlHqEcRPiEC9qBVsTY,2020-04-09,3,17,112,41
ChIJ96oZf1RQqEcROpq9D80fxaE,2020-04-09,3,17,82,62
ChIJ011foPJWqEcRYBHQ3Xf6dU0,2020-04-09,3,17,85,55
ChIJ0Zv44-pOqEcRGH8zvwBI7_A,2020-04-09,3,17,124,51
ChIJ5yZ6zqlHqEcRVjmbsET6WkE,2020-04-09,3,17,98,45
ChIJsba0P7hPqEcRJXRxDCgjlyA,2020-04-09,3,17,55,64
ChIJF0aL-gRQqEcR7PKlUJha7dw,2020-04-09,3,17,67,48
ChIJIzOTDzpFqEcRta7cObJMCLU,2020-04-09,3,17,109,39
ChIJNWzO7SBRqEcRTPmbE-Et0pw,2020-04-09,3,17,55,54
ChIJ0aZ2DmNOqEcRWdJJ8cZvdKs,2020-04-09,3,17,86,40
ChIJx3suCVBJqEcREXhh6ungzFg,2020-04-09,3,17,74,38
ChIJDdGTY2JSqEcRCw03AmkS37E,2020-04-09,3,17,89,36
ChIJH3ZUEZ1RqEcRXjbRUcRIvZ0,2020-04-09,3,17,58,39
ChIJv89RkHhSqEcRrqajjLK2R4o,2020-04-09,3,17,147,36
ChIJc89ZqsNQqEcRh49E9EiYIFA,2020-04-09,3,17,103,57
ChIJlY1gkZJTqEcRjhSX4jioS6o,2020-04-09,3,17,131,34
ChIJmSxcBuZTqEcR3zstfV773O4,2020-04-09,3,17,103,41
ChIJ1Tr9mh9MqEcRi65VZd_bsxw,2020-04-09,3,17,67,35
ChIJ7S04c2tIqEcROy8rMdQ7EPU,2020-04-09,3,17,141,51
ChIJ3YH-iLRIqEcR_skugJtFF_c,2020-04-09,3,17,84,43
ChIJJ1Ro8Q9GqEcRMgZIQTsOxXY,2020-04-09,3,17,123,41
ChIJh5o-97FaqEcRdMncfgLQnw0,2020-04-09,3,17,137,53
ChIJlZcGET1MqEcRTlaAls7LhIY,2020-04-09,3,17,99,36
ChIJm7BjfJVNqEcRaJfSCndU39M,2020-04-09,3,17,93,30
ChIJGSlb6XdTqEcR4qDygg7QHBw,2020-04-09,3,17,81,59
ChIJJ-9DaNtEqEcRDgvtbLjvpS8,2020-04-09,3,17,89,36
ChIJT8houYJUqEcRZTIYm4bR04M,2020-04-09,3,17,95,42
ChIJv0Xf1qhbqEcRQQ579CEkk1E,2020-04-09,3,17,97,37
ChIJY6TNIi9WqEcRg5bOs3tzlzM,2020-04-09,3,17,59,41
ChIJA9JKCbpSqEcRMpU5D6r1C-0,2020-04-09,3,17,111,31
ChIJD_bZ2NJHqEcRS5d3-4yjPtA,2020-04-09,3,17,97,34
ChIJVYb6K1dWqEcRdCDeJFk-KaU,2020-04-09,3,17,92,42
ChIJ4VdGOqhHqEcRUf48ZF9qgqk,2020-04-09,3,17,91,44
ChIJqQ_7bEpWqEcRMFSEy-r8frA,2020-04-09,3,17,90,47
ChIJ8-VpZVxWqEcRlYKKXiz8Z9Y,2020-04-09,3,17,78,27
ChIJiZ4_A11PqEcRam5MFToycoM,2020-04-09,3,17,66,47
ChIJkZuf7lpRqEcR91TR9RkS0bQ,2020-04-09,3,17,74,31
ChIJs76kF2xJqEcRXwaLgndfQbM,2020-04-09,3,17,130,37
ChIJEzsb7hRIqEcRgtjEj8bNBkY,2020-04-09,3,17,117,43
ChIJt5_ZZ-1JqEcR2ftoU9Vgr6c,2020-04-09,3,17,64,43
ChIJHwQc3NFMqEcRIcgFuZ2YqVs,2020-04-09,3,17,141,29
