place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJQ5oyBrEOvUcRhjNaUv8hbg4,2020-04-27,0,11,24,46
ChIJTbvacrkOvUcRTbtrPEx3YPo,2020-04-27,0,11,28,35
ChIJw0T7eDMJvUcRJrBoZAkim5I,2020-04-27,0,11,46,70
ChIJed_cn7MOvUcRl0bmRz8gs1Q,2020-04-27,0,11,43,51
ChIJQZX5bMEOvUcRtuw9Nz3Ii7U,2020-04-27,0,11,37,60
ChIJR_IQWTUJvUcRxOtF3cYnZQs,2020-04-27,0,11,25,70
ChIJZWzwv5UOvUcR7Utmh7wfvBM,2020-04-27,0,11,37,49
ChIJ08EgVZMOvUcRyhQNuujwkPw,2020-04-27,0,11,28,56
ChIJY6B4ArgOvUcRuh2LuM6ZX54,2020-04-27,0,11,33,45
ChIJbeNwdaMOvUcRbz4EuqIJ1wU,2020-04-27,0,11,23,33
ChIJIwNOLa0OvUcRwV1fYgA5GXQ,2020-04-27,0,11,13,40
ChIJo8Vk9scOvUcRYq8Qedw0OOY,2020-04-27,0,11,41,58
ChIJ-fkMadwOvUcRCiirbxlpyME,2020-04-27,0,11,52,67
ChIJYVLgVZMOvUcRPtZpzECCzyg,2020-04-27,0,11,45,54
ChIJqfK8z5YOvUcRNBVkcG1VRbw,2020-04-27,0,11,40,46
ChIJjy5nrIgOvUcRmksWst_-_LM,2020-04-27,0,11,42,56
ChIJsa6CVtUIvUcRvVVbPu8Frp8,2020-04-27,0,11,43,64
ChIJT7ZKT9wOvUcRBFitBWufZ08,2020-04-27,0,11,44,50
ChIJ5TCLAE4JvUcRFfU7pWoXItE,2020-04-27,0,11,47,60
ChIJiUY_dFUJvUcR29ksQIIMVWo,2020-04-27,0,11,21,49
ChIJowuoqVEJvUcR7sTJ-V2AH34,2020-04-27,0,11,45,67
ChIJwZ15CsMOvUcRumFpht0TW20,2020-04-27,0,11,96,24
ChIJW6pU7WYOvUcRQ_SR8_6bDD0,2020-04-27,0,11,26,78
ChIJB0wv43QJvUcRjA0OAA27UDI,2020-04-27,0,11,12,73
ChIJfZ8f5toLvUcR6d3WSith4Pw,2020-04-27,0,11,15,41
ChIJ3YiLHtkIvUcRVtN7UXFTjUY,2020-04-27,0,11,44,32
ChIJf8ElaQYMvUcRADkppjKJbJY,2020-04-27,0,11,25,80
ChIJWcOnbUIOvUcROQdOW8HXsYA,2020-04-27,0,11,69,56
ChIJl-tZgD4MvUcRfdoHxzoHioI,2020-04-27,0,11,24,59
ChIJ17RksijHl0cR4PHet2jHLtk,2020-04-27,0,11,35,61
ChIJmWjNqJUOvUcRUsNmv8T48aU,2020-04-27,0,11,24,40
ChIJn4CMuuYPvUcRfPKCcPdTpwQ,2020-04-27,0,11,30,48
ChIJP_Xot-wOvUcR-dSw-xUxv7I,2020-04-27,0,11,30,37
ChIJKZrvbTIJvUcRs_VW0BxDzTQ,2020-04-27,0,11,20,80
ChIJ31Bw3q4OvUcR4QVmqFfbV_o,2020-04-27,0,11,21,51
ChIJ92APYaMOvUcRcg1l2X-EkLU,2020-04-27,0,11,25,72
ChIJTSwzb6kOvUcRMvHUcreBrj4,2020-04-27,0,11,28,52
ChIJs-NKmaQOvUcRbbhOYjE20lE,2020-04-27,0,11,16,50
ChIJF_W9P6MOvUcRrguRzyfBAXE,2020-04-27,0,11,14,33
ChIJAQAAQAAMvUcRUSwxL51qv9g,2020-04-27,0,11,17,84
ChIJg_3oW0IJvUcR9BT7lVrqfo8,2020-04-27,0,11,32,60
ChIJjSGVotUOvUcR9F6cwifo0Bg,2020-04-27,0,11,36,58
ChIJOXR9whwMvUcRy8-CAt9Kyxk,2020-04-27,0,11,25,47
ChIJ4_nUmhwMvUcREmYOR5uE3Qw,2020-04-27,0,11,30,53
ChIJbcf5HfkIvUcRqcHPXU9zo3U,2020-04-27,0,11,16,42
ChIJBfZq_dYLvUcRzB94XecGQX0,2020-04-27,0,11,20,59
ChIJUaUlVFUJvUcRMbhptK6d0BI,2020-04-27,0,11,21,67
ChIJg_3oW0IJvUcRBAs_VWMerEQ,2020-04-27,0,11,44,64
ChIJp9hf_-0JvUcRiQYq7yI3fCk,2020-04-27,0,11,31,59
ChIJOUEs3bIPvUcRSUjKPFOwyg0,2020-04-27,0,11,38,66
ChIJI2_gp90LvUcRYXArV3ifk7Y,2020-04-27,0,11,16,66
ChIJ507EZq8OvUcR2PriZSG_GlY,2020-04-27,0,11,12,23
