city,city_subunit,lat,lng,query,place_type,place_id,name,addr,place_lat,place_lng
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,health,point_of_interest,clothing_store,store,establishment",ChIJtX4NVmpJqEcRE9X0z1yUEpI,Müller,"Weißenhöher Str. 88, 12683 Berlin, Germany",52.5063189,13.5590061
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,health,point_of_interest,clothing_store,store,establishment",ChIJz2wQhLlPqEcRaptNsCaCcZg,Müller,"Tamara-Danz-Straße 11, 10243 Berlin, Germany",52.5064596,13.4460136
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,home_goods_store,liquor_store,food,health,point_of_interest,store,establishment",ChIJ8Z3gDNdIqEcROUrpwshA5-o,ROSSMANN Drogeriemarkt,"Treskowallee 112, 10318 Berlin, Germany",52.482242,13.5243314
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,home_goods_store,liquor_store,food,health,point_of_interest,store,establishment",ChIJVftccMlOqEcR5UFvhNJQtjU,ROSSMANN Drogeriemarkt,"Alfred-Kowalke-Straße 2-4, 10315 Berlin, Germany",52.5054639,13.515516
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,home_goods_store,liquor_store,food,health,point_of_interest,store,establishment",ChIJrXi9WFxOqEcRkNiORxipEU0,ROSSMANN Drogeriemarkt,"Warschauer Str. 73, 10243 Berlin, Germany",52.5121933,13.4529614
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,home_goods_store,liquor_store,food,health,point_of_interest,store,establishment",ChIJJSGyMrxPqEcR2-DMjgOBoHk,ROSSMANN Drogeriemarkt,"Hermannstraße 49, 12049 Berlin, Germany",52.4781725,13.4255947
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,home_goods_store,liquor_store,food,health,point_of_interest,store,establishment",ChIJT8zJZXJGqEcRADoKdrGDruY,ROSSMANN Drogeriemarkt,"Prierosser Str. 32, 12357 Berlin, Germany",52.4209252,13.4947493
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJI8nNkC5PqEcRWvY5szOx90Y,dm-drogerie markt,"Rummelsburger Str. 16, 12459 Berlin, Germany",52.4692807,13.5125089
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJfYVqyslOqEcRzW-iiYP3fhA,dm-drogerie markt,"Massower Str. 5, 10315 Berlin, Germany",52.5077721,13.512774
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJe88y9ypGqEcR7-Xsf6ICMFI,dm-drogerie markt,"Dörpfeldstraße 33-35, 12489 Berlin, Germany",52.4375936,13.547698
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJ7-w_7YpOqEcRvhDzcOyPZ78,dm-drogerie markt,"Rigaer Str. 67, 10247 Berlin, Germany",52.5159721,13.4686402
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJT0zfXF9JqEcRkAWLGtFAlEQ,dm-drogerie markt,"Oberfeldstraße 138, 12683 Berlin, Germany",52.5247265,13.5582407
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJ9XwxNkZPqEcR8duEIY0Ul1c,dm-drogerie markt,"Baumschulenstraße 86, 12437 Berlin, Germany",52.46526129999999,13.4860757
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJK9GxgHBOqEcRc8L4LhJi7vY,dm-drogerie markt,"Landsberger Allee 117, 10407 Berlin, Germany",52.5288656,13.4560194
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJlZOoI5hIqEcRIEEBNZCiSec,dm-drogerie markt,"Schnellerstraße 74, 12439 Berlin, Germany",52.4515014,13.5297155
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJmSrX0ZJJqEcRUwnB5f0XJ5U,dm-drogerie markt,"An der Schule 68, 12623 Berlin, Germany",52.50649079999999,13.6149293
Berlin,Karlshorst,52.4865796,13.5269291,Drogeriemarkt,"drugstore,supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",ChIJa2JNqIpOqEcRV7HSjGOePVc,dm-drogerie markt,"Frankfurter Allee 57/59, 10247 Berlin, Germany",52.5148514,13.4659816
