bezirk,key,ortsteil,lat,lng,query,place_type,place_id,name,addr,place_lat,place_lng
Berlin,,,52.5372897,13.3602743,Platz,"tourist_attraction,park,point_of_interest,establishment",ChIJeWnBEAxOqEcRxCujiWAC9cA,Arnswalder Platz,"10407 Berlin, Germany",52.5330647,13.4372163
Berlin,,,52.5372897,13.3602743,Platz,"shopping_mall,point_of_interest,establishment",ChIJMUj5z85RqEcRJFWt9uG8OZ8,Mall of Berlin,"Leipziger Pl. 12, 10117 Berlin, Germany",52.5105259,13.3808092
Berlin,,,52.5372897,13.3602743,Platz,"shopping_mall,point_of_interest,establishment",ChIJJWMVustRqEcRpRM6ykKqzgA,Potsdamer Platz Arkaden,"Alte Potsdamer Str. 7, 10785 Berlin, Germany",52.50747330000001,13.3741759
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,museum,park,point_of_interest,establishment",ChIJZ0KxF_JRqEcRrLHB-4r-U-o,Berlin Wall Memorial,"Bernauer Str. 111, 13355 Berlin, Germany",52.53505209999999,13.3901898
Berlin,,,52.5372897,13.3602743,attractions,"art_gallery,tourist_attraction,point_of_interest,establishment",ChIJS6_t9aZHqEcRGCiRSnvpm94,East Side Gallery,"Mühlenstraße 3-100, 10243 Berlin, Germany",52.50502239999999,13.4396952
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,point_of_interest,establishment",ChIJTQam0-lRqEcR1JAU4DjCewA,Friedrichstadt-Palast,"Friedrichstraße 107, 10117 Berlin, Germany",52.52393,13.388821
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,church,place_of_worship,point_of_interest,establishment",ChIJd2v8Cf9QqEcRnLCe4snacBA,Kaiser Wilhelm Memorial Church,"Breitscheidplatz, 10789 Berlin, Germany",52.504818,13.335082
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,park,point_of_interest,establishment",ChIJ8TbTJwJOqEcRvPFwPGvwmMw,Kollwitzplatz,"Kollwitzstraße 1, 10405 Berlin, Germany",52.5363177,13.4169339
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,point_of_interest,establishment",ChIJw_HTKK9RqEcRyeWAo9t_YlU,Victory Column,"Großer Stern, 10557 Berlin, Germany",52.5145434,13.3501189
Berlin,,,52.5372897,13.3602743,attractions,"tourist_attraction,point_of_interest,establishment",ChIJmbztRB9OqEcRGBgdJ67pifE,World Time Clock,"Alexanderpl. 1, 10178 Berlin, Germany",52.5211666,13.4133085
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJtey4DkFSqEcRuiyRMPRWxJQ,Bürgerpark Pankow,"Wilhelm-Kuhr-Straße 9, 13187 Berlin, Germany",52.56945839999999,13.394732
Berlin,,,52.5372897,13.3602743,park,"park,point_of_interest,establishment",ChIJZ7MZiExPqEcRG1LUMlDEr-0,Görlitzer Park,"Görlitzer Str. 3, 10997 Berlin, Germany",52.49659279999999,13.4374489
Berlin,,,52.5372897,13.3602743,park,"park,point_of_interest,establishment",ChIJq6qqasRPqEcRXNfStONfLpI,Hasenheide Park,"Columbiadamm 160, 10965 Berlin, Germany",52.4870662,13.4165167
Berlin,,,52.5372897,13.3602743,park,"park,tourist_attraction,point_of_interest,establishment",ChIJh-VxU6FOqEcRvwU-Q_qUi38,Herzberge Landscape Protection Area,"Allee der Kosmonauten 16, 10315 Berlin, Germany",52.522275,13.505828
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJraCYwolRqEcRxVtJLuV3IDc,Humboldthain park,"Brunnenstraße, 13357 Berlin, Germany",52.54527789999999,13.3848881
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJTRJ0JZ9PqEcRABns9MHCtoA,Körnerpark,"Schierker Str. 8, 12051 Berlin, Germany",52.47136099999999,13.437907
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJCfROcedRqEcRjFRvdEEGvYY,Monbijou Park,"Oranienburger Str., 10178 Berlin, Germany",52.5232481,13.396476
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJOQZyusZNqEcR_BZWhffywIE,Park am Weißen See,"Berliner Allee 173a, 13086 Berlin, Germany",52.5540179,13.4663448
Berlin,,,52.5372897,13.3602743,park,"park,tourist_attraction,point_of_interest,establishment",ChIJe8FmEzBQqEcRth79TMVowwU,Park at Gleisdreieck,"Möckernstraße 26, 10963 Berlin, Germany",52.49402689999999,13.3759081
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJ1deWK2ZQqEcR7iiuf3wwW4o,Rudolph-Wilde Park,"Kufsteiner Str., 10825 Berlin, Germany",52.4828472,13.3411489
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJcRuIitZTqEcRXjddge00hls,Schillerpark,"13349 Berlin, Germany",52.5566384,13.3517885
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJQ0a_q5ZaqEcR8L7vYFvbZIo,Steglitz Park,"Albrechtstraße 42, 12167 Berlin, Germany",52.44831079999999,13.3362398
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJ65nY9-hPqEcRi3G7rJmOiYg,Tempelhofer Feld,"Tempelhofer Damm, 12101 Berlin, Germany",52.47539099999999,13.401893
Berlin,,,52.5372897,13.3602743,park,"park,tourist_attraction,point_of_interest,establishment",ChIJWVbXxhhPqEcR3OZE5GXI9I4,Treptower Park,"Alt-Treptow, 12435 Berlin, Germany",52.4884599,13.4697445
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJ71LfPyRQqEcREPzINNw8hII,Viktoriapark,"10965 Berlin, Germany",52.4880375,13.3816235
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJH0JAcHhOqEcRlurTsUQI-LY,Volkspark Prenzlauer Berg,"Schneeglöckchenstraße 61, 10407 Berlin, Germany",52.53564,13.4634372
Berlin,,,52.5372897,13.3602743,park,"tourist_attraction,park,point_of_interest,establishment",ChIJR4cnPN5TqEcRHt6p-zRgAgc,Volkspark Rehberge,"Windhuker Str. 52A, 13351 Berlin, Germany",52.550515,13.3299384
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJ80lkAydMqEcRv4r1wLKjGlk,Allee-Center Berlin,"Landsberger Allee 277, 13055 Berlin, Germany",52.5351891,13.4962884
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJM4Ssf_ZLqEcRDqvADjbw29E,EASTGATE Berlin,"Marzahner Promenade 1A, 12679 Berlin, Germany",52.5439482,13.5446989
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJ1YJqEy9PqEcRpZxfFphDRo4,East Side Mall,"Tamara-Danz-Straße 11, 10243 Berlin, Germany",52.50599649999999,13.4465627
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJlXR0B8lPqEcRRNlVnae-zgk,Einkaufsbahnhof Berlin Alexanderplatz,"Dircksenstr. 2, 10178 Berlin, Germany",52.5216128,13.4111358
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJ4dic-71RqEcRj6sdBp0wvr0,Einkaufsbahnhof Berlin Hbf,"Europaplatz 1, 10557 Berlin, Germany",52.5249111,13.369492
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJmefJb4JaqEcRv8dHpaTV9qI,Forum Steglitz,"Schloßstraße 1, 12163 Berlin, Germany",52.4643543,13.3273761
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJqwa-_iFSqEcR4ovz1UNXfnE,Gesundbrunnen-Center Berlin,"Badstraße 4, 13357 Berlin, Germany",52.5497759,13.3876136
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJWc7zSjVRqEcRC9p1asxji0Q,Gleitsichtbrillen Angebote Charlottenburg,"Bayreuther Str. 3, 10787 Berlin, Germany",52.50400810000001,13.3441116
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJ7ySn3eBRqEcROAlFzu1GfPE,Hackesche Höfe,"Rosenthaler Str. 39, 10178 Berlin, Germany",52.52397759999999,13.4022642
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJYdKLpWlUqEcRvqoYoH31tRY,Hallen Am Borsigturm,"Am Borsigturm 2, 13507 Berlin, Germany",52.58420090000001,13.2866668
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJrR9Guf5QqEcRpR-b5DFt4Vs,Kranzler Eck Berlin,"Kurfürstendamm 22, 10719 Berlin, Germany",52.5039927,13.3304042
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJLeYapFpMqEcR_btnV3vpURs,Linden-Center Berlin,"Prerower Pl. 1, 13051 Berlin, Germany",52.5641484,13.5056793
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJbX58JLtPqEcRjviiDiqQu-U,Neukölln Arcaden,"Karl-Marx-Straße 66, 12043 Berlin, Germany",52.4820371,13.4323082
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJIwgg_gBPqEcRrb7VlG-c9tI,Park Center Treptow,"Am Treptower Park 14, 12435 Berlin, Germany",52.4907505,13.4571892
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJeSNCgGlSqEcREjuMNQR7TxQ,Rathaus-Center Pankow,"Breite Str. 20, 13187 Berlin, Germany",52.5701747,13.4043021
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJF1Cn54xOqEcRyzoLYJFUkMI,Ring Center 2,"Frankfurter Allee 111, 10247 Berlin, Germany",52.51422909999999,13.4765247
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJEbHJuYxOqEcRVrmIcHOa-9Q,Ring-Center Berlin II+III,"Frankfurter Allee 113-117, 10365 Berlin, Germany",52.51423759999999,13.4763743
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJT0dWN_tQqEcRXJIPZjQenpQ,Schloss-Strassen-Center Berlin,"Walther-Schreiber-Platz 1, 12161 Berlin, Germany",52.4654521,13.3276401
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJ_____wBSqEcRP0Etm0WcI6U,Schönhauser Allee Arcaden,"Schönhauser Allee 97/80, 10439 Berlin, Germany",52.5496967,13.4151829
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJN35pEUhWqEcRJGFKE_x5IEI,Spandau Arcaden,"Klosterstraße 3, 13581 Berlin, Germany",52.5337569,13.1965464
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJB3zXilZFqEcR3Ny1GCeM9Ks,"Tempelhofer Hafen, Berlin","Tempelhofer Damm 227 Ebene 2+, 12099 Berlin, Germany",52.4557099,13.3858637
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJBWnypt9QqEcRgeKLdM9Zv4o,Wilmersdorfer Arcaden,"Wilmersdorfer Str. 46, 10627 Berlin, Germany",52.50907369999999,13.3047236
Berlin,,,52.5372897,13.3602743,shopping centre,"shopping_mall,point_of_interest,establishment",ChIJtfdUhLFIqEcRmg-JAt5Pkig,Zentrum Schöneweide,"Schnellerstraße 21, 12439 Berlin, Germany",52.45737039999999,13.5075746
Berlin,,,52.5372897,13.3602743,street market,"supermarket,grocery_or_supermarket,bar,restaurant,food,point_of_interest,store,establishment",ChIJhX6bwAxRqEcRkZurgyAaAMU,Arminius Market Hall,"Arminiusstraße 2-4, 10551 Berlin, Germany",52.52780629999999,13.3386608
Berlin,,,52.5372897,13.3602743,street market,"tourist_attraction,park,point_of_interest,establishment",ChIJOZG7315OqEcRVs8ZP5sx0mQ,Boxhagener Platz,"Grünberger Str. 75, 10245 Berlin, Germany",52.5109507,13.4597037
Berlin,,,52.5372897,13.3602743,street market,"tourist_attraction,point_of_interest,establishment",ChIJi8XB0NlPqEcRGxxtloPjBz4,Marheineke Markthalle,"Marheinekepl. 15, 10961 Berlin, Germany",52.48933,13.394788
Charlottenburg-Wilmersdorf,401.0,Charlottenburg,52.516602299999995,13.304105400000001,Drogeriemarkt,"drugstore,health,point_of_interest,clothing_store,store,establishment",ChIJBZhXWR9RqEcR9wpCZMTMy38,Müller,"Wilmersdorfer Str. 46, 10627 Berlin, Germany",52.50961789999999,13.3053662
Charlottenburg-Wilmersdorf,401.0,Charlottenburg,52.516602299999995,13.304105400000001,supermarket,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",ChIJoRR7mzxRqEcRT-_sDKKSYZk,ALDI Berlin-Charlottenburg,"Treseburger Str. 2, 10589 Berlin, Germany",52.52360239999999,13.309145
Charlottenburg-Wilmersdorf,401.0,Charlottenburg,52.516602299999995,13.304105400000001,supermarket,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",ChIJ5S7sUyJRqEcRcwGBRnqrL4I,EDEKA Herrmann,"Alt-Lietzow 15-19, 10587 Berlin, Germany",52.5189987,13.3095039
Charlottenburg-Wilmersdorf,401.0,Charlottenburg,52.516602299999995,13.304105400000001,supermarket,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",ChIJ_2sP9B9RqEcRq05HU9vSnbM,EDEKA Otto-Suhr-Allee,"Otto-Suhr-Allee 105, 10585 Berlin, Germany",52.51698460000001,13.3071145
