place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJgdGCJp4psUcRY-tEoeGPGRM,2020-04-28,1,10,11,14
ChIJ-Sv7GTjWsEcRajqVdoU2C9I,2020-04-28,1,10,33,37
ChIJn88Vr17fsEcRmQYbZvbIP0k,2020-04-28,1,10,20,19
ChIJA7zVp1EosUcRrUECde5pcHA,2020-04-28,1,10,35,68
ChIJISELCtXXsEcR4UsIHXR02Eg,2020-04-28,1,10,35,40
ChIJxVA7UYYnsUcR5r8jwLBam_Q,2020-04-28,1,10,27,43
ChIJyRUtHV0psUcR0hssOWCYW7M,2020-04-28,1,10,33,41
ChIJU_3NGm8psUcRe_Sb5uA19VY,2020-04-28,1,10,33,41
ChIJD1uiIGfPCUcRkLTtkb0kmWI,2020-04-28,1,10,15,20
ChIJ34yFWZTICUcR1Fo64RtizWQ,2020-04-28,1,10,37,61
ChIJ3dGdD63ICUcRujHZhxTlrDY,2020-04-28,1,10,36,46
ChIJR45j3vZ2nkcRxDRsf-57LBY,2020-04-28,1,10,13,25
ChIJT-r97HbgnUcRognMv0MZjns,2020-04-28,1,10,13,25
ChIJ8eS91uJ3nkcR_-7lErpLAZM,2020-04-28,1,10,13,26
ChIJr6plxHTgnUcRb516lcaqGE0,2020-04-28,1,10,26,51
ChIJ_9SHCPl1nkcRn0XtfIQGjd0,2020-04-28,1,10,14,25
ChIJjVTO8mLZnUcR9QLN44scGlc,2020-04-28,1,10,13,21
ChIJAw7I-H53nkcRDvWeNO4vG6w,2020-04-28,1,10,36,44
ChIJg97r74FWskcR-Hir9nu3xd8,2020-04-28,1,10,22,32
ChIJ10t0JGBWskcR5gGSYNVBeg4,2020-04-28,1,10,24,27
ChIJTaHH1ao7v0cRG_8VP-MFFBk,2020-04-28,1,10,25,25
ChIJMeFjsM0xv0cRbZdemguiUz0,2020-04-28,1,10,25,50
ChIJfcnqG3gmv0cRMjc8G_E6BL4,2020-04-28,1,10,19,24
ChIJocEpM1wkv0cRMQP8BmSziXY,2020-04-28,1,10,53,75
ChIJ3SGDATUnv0cR5ruqQ2yi3qM,2020-04-28,1,10,41,73
ChIJ_ZciDFuHcUERS8hVdm2aTic,2020-04-28,1,10,19,32
ChIJhWUpC5wckUcRxEZ3yLNiQSA,2020-04-28,1,10,24,28
ChIJ7YSsf_73CEERkaPltYr0JTU,2020-04-28,1,10,31,57
ChIJfWh46ZsckUcRZet7x0J1SU4,2020-04-28,1,10,14,21
ChIJhXHqSzYukUcRYk8gLA5WAck,2020-04-28,1,10,31,57
ChIJRdBteii4kUcRq3msQCBsgHg,2020-04-28,1,10,13,26
ChIJvXrw7IC5kUcRL1bZy8dsS34,2020-04-28,1,10,17,32
ChIJjwT6uVNXrEcRpf-u6Wxh2A0,2020-04-28,1,10,15,20
ChIJS4zyI-5WrEcRcPy6Ib2TXnQ,2020-04-28,1,10,34,47
ChIJrS39ijZXrEcR8DKSUBDH9b0,2020-04-28,1,10,34,50
ChIJZ3J6h68OvUcRyH63KXPPEiQ,2020-04-28,1,10,13,15
ChIJVVVVVVgJvUcRnLadHAeWTSA,2020-04-28,1,10,22,25
ChIJbcf5HfkIvUcRVB86AZsdISw,2020-04-28,1,10,28,26
ChIJWdUmkE4OvUcRA8g0qup8zCs,2020-04-28,1,10,15,23
ChIJjbvnVGEIvUcRIzjQ9rksFDI,2020-04-28,1,10,31,55
ChIJ1VXUPeIMvUcRrEQ23FpDld4,2020-04-28,1,10,18,31
ChIJXV_L910OvUcRSASidE5rhi4,2020-04-28,1,10,40,37
ChIJE-BO5_YNvUcRSAwZpskE83g,2020-04-28,1,10,28,42
