place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJv89RkHhSqEcRrqajjLK2R4o,2020-04-11,5,14,185,78
ChIJlY1gkZJTqEcRjhSX4jioS6o,2020-04-11,5,14,196,84
ChIJsba0P7hPqEcRJXRxDCgjlyA,2020-04-11,5,14,69,98
ChIJNWzO7SBRqEcRTPmbE-Et0pw,2020-04-11,5,14,82,95
ChIJc89ZqsNQqEcRh49E9EiYIFA,2020-04-11,5,14,89,96
ChIJ96oZf1RQqEcROpq9D80fxaE,2020-04-11,5,14,82,81
ChIJA9JKCbpSqEcRMpU5D6r1C-0,2020-04-11,5,14,125,82
ChIJF0aL-gRQqEcR7PKlUJha7dw,2020-04-11,5,14,65,100
ChIJGSlb6XdTqEcR4qDygg7QHBw,2020-04-11,5,14,85,100
ChIJ3YH-iLRIqEcR_skugJtFF_c,2020-04-11,5,14,116,100
ChIJ1Tr9mh9MqEcRi65VZd_bsxw,2020-04-11,5,14,90,94
ChIJHwQc3NFMqEcRIcgFuZ2YqVs,2020-04-11,5,14,149,73
ChIJS2r47UZOqEcRbCQd5Y_XAjc,2020-04-11,5,14,66,93
ChIJlZcGET1MqEcRTlaAls7LhIY,2020-04-11,5,14,106,88
ChIJEzsb7hRIqEcRgtjEj8bNBkY,2020-04-11,5,14,95,90
ChIJh5o-97FaqEcRdMncfgLQnw0,2020-04-11,5,14,147,86
ChIJH3ZUEZ1RqEcRXjbRUcRIvZ0,2020-04-11,5,14,77,100
ChIJm7BjfJVNqEcRaJfSCndU39M,2020-04-11,5,14,112,97
ChIJf9XwqzBQqEcRiyRlXKZeoRI,2020-04-11,5,14,112,100
ChIJ4VdGOqhHqEcRUf48ZF9qgqk,2020-04-11,5,14,105,79
ChIJ5yZ6zqlHqEcRPiEC9qBVsTY,2020-04-11,5,14,154,90
ChIJkZuf7lpRqEcR91TR9RkS0bQ,2020-04-11,5,14,72,61
ChIJt5_ZZ-1JqEcR2ftoU9Vgr6c,2020-04-11,5,14,86,77
ChIJEXyAYvZRqEcRMqssH0YWRBw,2020-04-11,5,14,73,94
ChIJ0Zv44-pOqEcRGH8zvwBI7_A,2020-04-11,5,14,112,97
ChIJDdGTY2JSqEcRCw03AmkS37E,2020-04-11,5,14,83,89
ChIJ011foPJWqEcRYBHQ3Xf6dU0,2020-04-11,5,14,90,93
ChIJ8-VpZVxWqEcRlYKKXiz8Z9Y,2020-04-11,5,14,67,76
ChIJ0aZ2DmNOqEcRWdJJ8cZvdKs,2020-04-11,5,14,126,96
ChIJ7S04c2tIqEcROy8rMdQ7EPU,2020-04-11,5,14,152,98
ChIJ_3Pm_L1RqEcRPtHs6p2i0AY,2020-04-11,5,14,8,78
ChIJ4dHdSq5RqEcReqvQ3PGSw4M,2020-04-11,5,14,69,62
ChIJq6qqasRPqEcRXNfStONfLpI,2020-04-11,5,14,75,94
ChIJh-VxU6FOqEcRvwU-Q_qUi38,2020-04-11,5,14,47,37
ChIJd-d5Rx1SqEcRgCz33OsCSZQ,2020-04-11,5,14,29,19
ChIJe8FmEzBQqEcRth79TMVowwU,2020-04-11,5,14,106,96
ChIJJbrv0uRRqEcRjPFVxVJ4e5o,2020-04-11,5,14,49,89
ChIJ_S5uaxJOqEcRdg-gu1fEgcI,2020-04-11,5,14,95,74
ChIJt-a62fz1qEcRIJwFoSAi9IQ,2020-04-11,5,14,118,71
ChIJ77YYxyRMqEcRVsFfdJghinM,2020-04-11,5,14,2,86
ChIJC49cbXtaqEcR6I2NHP-sohU,2020-04-11,5,14,17,21
ChIJKVIg5EZFqEcRD75xE2cDXqM,2020-04-11,5,14,26,61
ChIJX4ubSl1UqEcRpV4STcBDUD8,2020-04-11,5,14,41,88
ChIJ7d_UnD5JqEcRzbgHvf8fNzM,2020-04-11,5,14,60,19
ChIJ1eUIwElQqEcRWryKuOGKHg8,2020-04-11,5,14,23,68
ChIJ98LWuDNQqEcR6OnDFWwJUu8,2020-04-11,5,14,27,65
ChIJyWpqDXdPqEcRW_urciDhXBE,2020-04-11,5,14,23,38
ChIJ406aXg1UqEcRqy0qSr7EiVU,2020-04-11,5,14,30,57
ChIJr0ZHldNLqEcRMaksdM5U0XU,2020-04-11,5,14,55,95
ChIJmTbnUu9TqEcRDIQlD3hmt6I,2020-04-11,5,14,31,49
ChIJz1SnASBXqEcRxNOjBLhxe5Y,2020-04-11,5,14,18,65
ChIJgVuUc8BWqEcRoil0A4lg1Y4,2020-04-11,5,14,16,47
ChIJ7eUE9eRRqEcRSQi-22OEJ7g,2020-04-11,5,14,19,71
ChIJ7ZlwAWBOqEcRAAvr-gZ77NI,2020-04-11,5,14,32,64
ChIJXfVddQtRqEcR5wLooPQmGzE,2020-04-11,5,14,26,58
ChIJg2vQjPtQqEcR-N5-qZZ5NlU,2020-04-11,5,14,21,82
ChIJ_RJsqeBQqEcR1dUSylbBoXM,2020-04-11,5,14,27,44
ChIJYf54fkpRqEcRuMlNaIdyH4I,2020-04-11,5,14,28,59
ChIJD5gXOIRTqEcRk3R4CfcWeKI,2020-04-11,5,14,26,56
ChIJU6NkgLdPqEcRthuvoxHZL_I,2020-04-11,5,14,33,63
ChIJVz4Nn_pGqEcR_l0emjlY8PE,2020-04-11,5,14,7,68
ChIJ62hndh9OqEcRydXjBjh91ps,2020-04-11,5,14,13,79
ChIJe-ff-71RqEcRqvy8lRR4PHo,2020-04-11,5,14,7,78
ChIJcy1JA8NRqEcRBNy2MNzQTmw,2020-04-11,5,14,13,68
ChIJXdFtSjxIqEcRjoozhtQ1iDo,2020-04-11,5,14,73,38
ChIJ05q01-1RqEcRGDTqjYS5BBs,2020-04-11,5,14,11,56
