place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJv89RkHhSqEcRrqajjLK2R4o,2020-04-14,1,11,171,71
ChIJlY1gkZJTqEcRjhSX4jioS6o,2020-04-14,1,11,98,58
ChIJsba0P7hPqEcRJXRxDCgjlyA,2020-04-14,1,11,50,66
ChIJNWzO7SBRqEcRTPmbE-Et0pw,2020-04-14,1,11,57,67
ChIJc89ZqsNQqEcRh49E9EiYIFA,2020-04-14,1,11,87,71
ChIJ96oZf1RQqEcROpq9D80fxaE,2020-04-14,1,11,74,59
ChIJA9JKCbpSqEcRMpU5D6r1C-0,2020-04-14,1,11,64,48
ChIJF0aL-gRQqEcR7PKlUJha7dw,2020-04-14,1,11,81,55
ChIJGSlb6XdTqEcR4qDygg7QHBw,2020-04-14,1,11,64,68
ChIJ3YH-iLRIqEcR_skugJtFF_c,2020-04-14,1,11,88,56
ChIJ1Tr9mh9MqEcRi65VZd_bsxw,2020-04-14,1,11,72,47
ChIJHwQc3NFMqEcRIcgFuZ2YqVs,2020-04-14,1,11,113,49
ChIJS2r47UZOqEcRbCQd5Y_XAjc,2020-04-14,1,11,74,43
ChIJlZcGET1MqEcRTlaAls7LhIY,2020-04-14,1,11,91,60
ChIJEzsb7hRIqEcRgtjEj8bNBkY,2020-04-14,1,11,127,59
ChIJh5o-97FaqEcRdMncfgLQnw0,2020-04-14,1,11,100,69
ChIJH3ZUEZ1RqEcRXjbRUcRIvZ0,2020-04-14,1,11,45,43
ChIJm7BjfJVNqEcRaJfSCndU39M,2020-04-14,1,11,76,58
ChIJf9XwqzBQqEcRiyRlXKZeoRI,2020-04-14,1,11,67,49
ChIJ4VdGOqhHqEcRUf48ZF9qgqk,2020-04-14,1,11,97,52
ChIJ5yZ6zqlHqEcRPiEC9qBVsTY,2020-04-14,1,11,126,69
ChIJkZuf7lpRqEcR91TR9RkS0bQ,2020-04-14,1,11,93,100
ChIJt5_ZZ-1JqEcR2ftoU9Vgr6c,2020-04-14,1,11,112,88
ChIJEXyAYvZRqEcRMqssH0YWRBw,2020-04-14,1,11,52,47
ChIJ0Zv44-pOqEcRGH8zvwBI7_A,2020-04-14,1,11,93,55
ChIJDdGTY2JSqEcRCw03AmkS37E,2020-04-14,1,11,63,46
ChIJ011foPJWqEcRYBHQ3Xf6dU0,2020-04-14,1,11,70,60
ChIJ8-VpZVxWqEcRlYKKXiz8Z9Y,2020-04-14,1,11,76,37
ChIJ0aZ2DmNOqEcRWdJJ8cZvdKs,2020-04-14,1,11,81,49
ChIJ7S04c2tIqEcROy8rMdQ7EPU,2020-04-14,1,11,111,63
ChIJ_3Pm_L1RqEcRPtHs6p2i0AY,2020-04-14,1,11,6,63
ChIJ4dHdSq5RqEcReqvQ3PGSw4M,2020-04-14,1,11,18,27
ChIJq6qqasRPqEcRXNfStONfLpI,2020-04-14,1,11,55,38
ChIJh-VxU6FOqEcRvwU-Q_qUi38,2020-04-14,1,11,54,93
