place_id,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJ_3Pm_L1RqEcRPtHs6p2i0AY,2020-04-12,6,11,9,70
ChIJ4dHdSq5RqEcReqvQ3PGSw4M,2020-04-12,6,11,40,42
ChIJq6qqasRPqEcRXNfStONfLpI,2020-04-12,6,11,37,57
ChIJh-VxU6FOqEcRvwU-Q_qUi38,2020-04-12,6,11,33,22
ChIJd-d5Rx1SqEcRgCz33OsCSZQ,2020-04-12,6,11,20,50
ChIJe8FmEzBQqEcRth79TMVowwU,2020-04-12,6,11,47,41
ChIJJbrv0uRRqEcRjPFVxVJ4e5o,2020-04-12,6,11,31,73
ChIJ_S5uaxJOqEcRdg-gu1fEgcI,2020-04-12,6,11,63,57
ChIJt-a62fz1qEcRIJwFoSAi9IQ,2020-04-12,6,11,100,49
ChIJ77YYxyRMqEcRVsFfdJghinM,2020-04-12,6,11,21,70
ChIJC49cbXtaqEcR6I2NHP-sohU,2020-04-12,6,11,12,10
ChIJW2oZB8ZRqEcRyFvuEpCnNBQ,2020-04-12,6,11,14,59
ChIJKVIg5EZFqEcRD75xE2cDXqM,2020-04-12,6,11,12,40
ChIJX4ubSl1UqEcRpV4STcBDUD8,2020-04-12,6,11,26,70
ChIJ7d_UnD5JqEcRzbgHvf8fNzM,2020-04-12,6,11,49,19
ChIJ1eUIwElQqEcRWryKuOGKHg8,2020-04-12,6,11,15,64
ChIJ98LWuDNQqEcR6OnDFWwJUu8,2020-04-12,6,11,11,40
ChIJyWpqDXdPqEcRW_urciDhXBE,2020-04-12,6,11,17,39
ChIJ406aXg1UqEcRqy0qSr7EiVU,2020-04-12,6,11,12,53
ChIJr0ZHldNLqEcRMaksdM5U0XU,2020-04-12,6,11,37,51
ChIJmTbnUu9TqEcRDIQlD3hmt6I,2020-04-12,6,11,16,42
ChIJz1SnASBXqEcRxNOjBLhxe5Y,2020-04-12,6,11,10,23
ChIJgVuUc8BWqEcRoil0A4lg1Y4,2020-04-12,6,11,12,45
ChIJ7eUE9eRRqEcRSQi-22OEJ7g,2020-04-12,6,11,10,37
ChIJ7ZlwAWBOqEcRAAvr-gZ77NI,2020-04-12,6,11,22,60
ChIJXfVddQtRqEcR5wLooPQmGzE,2020-04-12,6,11,9,40
ChIJg2vQjPtQqEcR-N5-qZZ5NlU,2020-04-12,6,11,15,62
ChIJ_RJsqeBQqEcR1dUSylbBoXM,2020-04-12,6,11,8,34
ChIJYf54fkpRqEcRuMlNaIdyH4I,2020-04-12,6,11,19,50
ChIJD5gXOIRTqEcRk3R4CfcWeKI,2020-04-12,6,11,12,26
ChIJU6NkgLdPqEcRthuvoxHZL_I,2020-04-12,6,11,10,29
ChIJVz4Nn_pGqEcR_l0emjlY8PE,2020-04-12,6,11,8,50
ChIJ62hndh9OqEcRydXjBjh91ps,2020-04-12,6,11,7,36
ChIJe-ff-71RqEcRqvy8lRR4PHo,2020-04-12,6,11,9,70
ChIJcy1JA8NRqEcRBNy2MNzQTmw,2020-04-12,6,11,9,37
ChIJXdFtSjxIqEcRjoozhtQ1iDo,2020-04-12,6,11,10,25
ChIJ05q01-1RqEcRGDTqjYS5BBs,2020-04-12,6,11,10,43
ChIJaS75A0dOqEcRK8tLe3-tu3A,2020-04-12,6,11,16,67
ChIJhwfvW8lRqEcRud4JRZ-d6vQ,2020-04-12,6,11,6,11
ChIJweNzLf5QqEcR9_-BQ7QntcI,2020-04-12,6,11,11,47
ChIJXRf9v1xaqEcR3epG1jIU72A,2020-04-12,6,11,20,35
ChIJ5wlqTJ9ZqEcRxECWVrtwkvA,2020-04-12,6,11,32,59
ChIJkXqLeNlOqEcRnZjFxxIJhyQ,2020-04-12,6,11,15,31
ChIJYxlGmqlHqEcRB_18Dsbch-0,2020-04-12,6,11,18,44
ChIJAUSBTxBbqEcR7vR-UJ-aeGQ,2020-04-12,6,11,22,0
ChIJqREgbBlXqEcR_9PBCoz8kKw,2020-04-12,6,11,4,4
ChIJnyy9mAVXqEcRFyqpgaoaNL8,2020-04-12,6,11,19,48
ChIJ19jza-NQqEcRJEn6BpZAkTk,2020-04-12,6,11,7,44
ChIJz4ha4AFPqEcRYVFjG8IRfH8,2020-04-12,6,11,47,44
ChIJ4VjLd6ZQqEcRqQasyoAM8zI,2020-04-12,6,11,54,51
ChIJXW5nedRQqEcR1oE1aLnzb8w,2020-04-12,6,11,18,79
ChIJETkp821aqEcRlpJVRUacYZc,2020-04-12,6,11,40,30
ChIJFWsGVYhaqEcRWlUNrQypCAM,2020-04-12,6,11,44,56
ChIJrcNS6hFaqEcR5__JzvK9QNA,2020-04-12,6,11,23,46
ChIJe6PwwgRQqEcRXxsK5Cw8KrQ,2020-04-12,6,11,8,29
ChIJDc1REM9XqEcR7NX2xfDcQyg,2020-04-12,6,11,63,83
ChIJQeWWrMlXqEcRJezJmkCZ6wc,2020-04-12,6,11,13,21
ChIJLR-ZNPpWqEcRTepKIQ8Uuv0,2020-04-12,6,11,17,33
ChIJX061LPpWqEcRWWuQm_VkMXE,2020-04-12,6,11,21,0
ChIJS-2xsmZOqEcR_nDiPoNZOsE,2020-04-12,6,11,37,58
ChIJRboPTJVOqEcRGpIH_LCx-OE,2020-04-12,6,11,65,58
ChIJLwIuN3ZPqEcRmufpUSNtAWk,2020-04-12,6,11,70,46
ChIJZ3NYNnZPqEcRq_ZDpYNNSXs,2020-04-12,6,11,70,46
ChIJWajqTXZPqEcRo4OQX2WZ66c,2020-04-12,6,11,33,59
ChIJIRJ_6hhPqEcRVbda_8e-YiQ,2020-04-12,6,11,30,50
ChIJgRYBxnpOqEcRRRR3vxzf5JA,2020-04-12,6,11,38,48
ChIJCwTwSilPqEcRrhHJnP7wi9c,2020-04-12,6,11,42,60
ChIJp_o46phOqEcR3bNa3Y9um8I,2020-04-12,6,11,32,25
ChIJ2VLUh_-PqEcRSTjeC7oUDEA,2020-04-12,6,11,22,37
ChIJszR0qEdOqEcR-wk88Z89zM8,2020-04-12,6,11,20,46
ChIJeYezYxBQqEcRZgzranOVC-c,2020-04-12,6,11,23,64
ChIJZ7MZiExPqEcRG1LUMlDEr-0,2020-04-12,6,11,24,32
ChIJ3ZkpfDtOqEcRNqjMThEFrR4,2020-04-12,6,11,35,60
ChIJU5ez5oFPqEcRY60T26uGVqQ,2020-04-12,6,11,36,69
ChIJMQfaOq9OqEcRODhg_9gOv24,2020-04-12,6,11,116,60
ChIJlV40EExOqEcRw-LRQsb4aos,2020-04-12,6,11,16,45
ChIJ23bYUrdPqEcR--60xiSSnaI,2020-04-12,6,11,4,6
ChIJIwKgZ8BOqEcR38x3fVXAZFs,2020-04-12,6,11,39,59
ChIJTQ1llWVLqEcRLoqzzG_QIy8,2020-04-12,6,11,29,34
ChIJxRIFHspUqEcR2H279DuiYeQ,2020-04-12,6,11,107,60
ChIJ8dOUGflNqEcRu2ifgiaGiB4,2020-04-12,6,11,74,69
ChIJx2LSe4lLqEcR-lOMCZxBmXk,2020-04-12,6,11,27,40
ChIJR-5e0OdLqEcRoh1QsCUOk-Q,2020-04-12,6,11,91,73
ChIJC6nKO-tLqEcRAB1K5YkgD5U,2020-04-12,6,11,27,62
ChIJF_i4LOxJqEcRSteIHuOrkCs,2020-04-12,6,11,66,68
ChIJU_Z6zrBLqEcR2FMXfrxX_as,2020-04-12,6,11,11,21
ChIJ7x66eO5JqEcRnD1pk9n72Ho,2020-04-12,6,11,20,45
ChIJOwzNtsNLqEcR5oI4qHhyuxU,2020-04-12,6,11,113,81
ChIJ1X5R8T1KqEcR4sYpW6By4ns,2020-04-12,6,11,41,33
ChIJt2CZ0W5KqEcROzrhku7yNEs,2020-04-12,6,11,10,32
ChIJbZY1_25KqEcRmNyNphC7y9A,2020-04-12,6,11,45,50
ChIJ19335DxKqEcRJPseh9pLTsg,2020-04-12,6,11,53,69
ChIJeWnBEAxOqEcRxCujiWAC9cA,2020-04-12,6,11,38,21
ChIJK9CbnfZRqEcRaH1WG3AGueE,2020-04-12,6,11,34,53
ChIJJ99ot2xRqEcR1C0OBDUv7eI,2020-04-12,6,11,44,73
ChIJAZp7-nxRqEcRGQlcF2wsxig,2020-04-12,6,11,26,65
ChIJ93i4SBxRqEcREgRyzHh3OcU,2020-04-12,6,11,32,87
ChIJQTXmJRNSqEcRhuYvqftsGUo,2020-04-12,6,11,14,50
ChIJWwtcPMpTqEcR0TQXF-Vp4Eo,2020-04-12,6,11,43,65
ChIJ2xXXluhTqEcRG7OkLwBmy2U,2020-04-12,6,11,51,71
ChIJk6Qz6N5QqEcRw7BHSklE3E8,2020-04-12,6,11,16,55
ChIJlakLKaRPqEcRElJtCL-m8nI,2020-04-12,6,11,27,50
ChIJ-8mQVUNQqEcRX_zh8do7jnQ,2020-04-12,6,11,37,54
ChIJfZpzv1BRqEcRPPWYUsLlRa0,2020-04-12,6,11,13,49
ChIJfeIuzE1SqEcR4nNb6lRg2iM,2020-04-12,6,11,61,42
ChIJTdF7l-VTqEcRkGX0zW8IieM,2020-04-12,6,11,33,59
ChIJ38EptC1OqEcRz4WWrQERQc0,2020-04-12,6,11,14,48
ChIJiYtaryJSqEcRKj_bcT2aE0Y,2020-04-12,6,11,47,71
ChIJ5d0FE1BQqEcRQaKP6vHG0_k,2020-04-12,6,11,59,54
ChIJMX49huxTqEcRcTYsxgLytxA,2020-04-12,6,11,47,49
ChIJdfZbBcpWqEcR2PZUbBg09-M,2020-04-12,6,11,32,50
ChIJ0zK3-zhOqEcRLFQnKGo-e9U,2020-04-12,6,11,22,50
ChIJq_tKmxxOqEcRUqTZMRrJZyg,2020-04-12,6,11,25,72
